OBJECTID,EVENT_UNIQUE_ID,OCC_DATE,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOW,OCC_DOY,DIVISION,HOMICIDE_TYPE,NEIGHBOURHOOD_158
1,GO-2004111878,2004.01.03,2004,January,3,Saturday,3,D53,Other,Rosedale-Moore Park
2,GO-2004125755,2004.01.08,2004,January,8,Thursday,8,D42,Shooting,Woburn North
3,GO-2004136086,2004.01.08,2004,January,8,Thursday,8,D42,Shooting,Malvern East
4,GO-2004148623,2004.01.25,2004,January,25,Sunday,25,D13,Shooting,Junction-Wallace Emerson
5,GO-2004148619,2004.01.25,2004,January,25,Sunday,25,D42,Shooting,Morningside Heights
6,GO-2004152518,2004.02.20,2004,February,20,Friday,51,D31,Stabbing,Oakdale-Beverley Heights
7,GO-2004152518,2004.02.20,2004,February,20,Friday,51,D31,Stabbing,Oakdale-Beverley Heights
8,GO-2004172092,2004.02.21,2004,February,21,Saturday,52,D31,Shooting,Oakdale-Beverley Heights
9,GO-2004133635,2004.02.21,2004,February,21,Saturday,52,D23,Other,Mount Olive-Silverstone-Jamestown
10,GO-2004218803,2004.03.03,2004,March,3,Wednesday,63,D42,Shooting,Morningside Heights
11,GO-2004218585,2004.03.03,2004,March,3,Wednesday,63,D42,Shooting,Agincourt North
12,GO-2004301868,2004.03.03,2004,March,3,Wednesday,63,D54,Shooting,Old East York
13,GO-2004200779,2004.03.04,2004,March,4,Thursday,64,D41,Shooting,Clairlea-Birchmount
14,GO-2004229133,2004.03.13,2004,March,13,Saturday,73,D41,Stabbing,Woburn North
15,GO-2004219659,2004.03.18,2004,March,18,Thursday,78,D53,Other,Bedford Park-Nortown
16,GO-2004219687,2004.03.24,2004,March,24,Wednesday,84,D42,Other,Golfdale-Cedarbrae-Woburn
17,GO-2004256410,2004.04.01,2004,April,1,Thursday,92,D51,Other,Moss Park
18,GO-2004250857,2004.04.13,2004,April,13,Tuesday,104,D23,Shooting,Elms-Old Rexdale
19,GO-2004350484,2004.05.01,2004,May,1,Saturday,122,D23,Shooting,Mount Olive-Silverstone-Jamestown
20,GO-2004311851,2004.05.15,2004,May,15,Saturday,136,D31,Shooting,Black Creek
21,GO-2004311870,2004.05.19,2004,May,19,Wednesday,140,D22,Stabbing,Alderwood
22,GO-2004374908,2004.05.20,2004,May,20,Thursday,141,D13,Other,Yorkdale-Glen Park
23,GO-2004374867,2004.05.21,2004,May,21,Friday,142,D51,Shooting,Regent Park
24,GO-2004408720,2004.05.21,2004,May,21,Friday,142,D23,Other,Thistletown-Beaumond Heights
25,GO-2004308782,2004.05.22,2004,May,22,Saturday,143,D31,Shooting,Maple Leaf
26,GO-2004418221,2004.05.25,2004,May,25,Tuesday,146,D11,Other,Roncesvalles
27,GO-2004456650,2004.06.01,2004,June,1,Tuesday,153,D51,Other,Moss Park
28,GO-2004455137,2004.06.04,2004,June,4,Friday,156,D14,Shooting,South Parkdale
29,GO-2004456829,2004.06.18,2004,June,18,Friday,170,D51,Stabbing,Moss Park
30,GO-2004510813,2004.06.19,2004,June,19,Saturday,171,D31,Shooting,Pelmo Park-Humberlea
31,GO-2004564223,2004.07.01,2004,July,1,Thursday,183,D31,Shooting,Black Creek
32,GO-2004565547,2004.07.05,2004,July,5,Monday,187,D41,Stabbing,Oakridge
33,GO-2004565561,2004.07.07,2004,July,7,Wednesday,189,D22,Stabbing,Stonegate-Queensway
34,GO-2004564251,2004.07.08,2004,July,8,Thursday,190,D31,Stabbing,Rustic
35,GO-2004565588,2004.07.09,2004,July,9,Friday,191,D32,Stabbing,Yonge-Doris
36,GO-2004986698,2004.07.12,2004,July,12,Monday,194,D42,Other,Malvern East
37,GO-2004592201,2004.07.21,2004,July,21,Wednesday,203,D33,Shooting,Hillcrest Village
38,GO-2004593866,2004.07.23,2004,July,23,Friday,205,D11,Other,Junction Area
39,GO-2004594159,2004.07.24,2004,July,24,Saturday,206,D51,Shooting,Moss Park
40,GO-2004607864,2004.08.05,2004,August,5,Thursday,218,D11,Other,Junction-Wallace Emerson
41,GO-2004616055,2004.08.18,2004,August,18,Wednesday,231,D31,Stabbing,Rustic
42,GO-2004605174,2004.08.19,2004,August,19,Thursday,232,D13,Stabbing,Briar Hill-Belgravia
43,GO-2004592255,2004.08.30,2004,August,30,Monday,243,D42,Shooting,Highland Creek
44,GO-2004635798,2004.08.30,2004,August,30,Monday,243,D51,Other,Moss Park
45,GO-2004642839,2004.08.31,2004,August,31,Tuesday,244,D31,Stabbing,Humbermede
46,GO-2004642110,2004.09.05,2004,September,5,Sunday,249,D23,Shooting,Kingsview Village-The Westway
47,GO-2004650681,2004.09.21,2004,September,21,Tuesday,265,D23,Shooting,West Humber-Clairville
48,GO-2004633558,2004.09.22,2004,September,22,Wednesday,266,D11,Other,York University Heights
49,GO-2004676448,2004.10.08,2004,October,8,Friday,282,D55,Other,South Riverdale
50,GO-2004683174,2004.10.15,2004,October,15,Friday,289,D31,Shooting,Rustic
51,GO-2004643900,2004.10.21,2004,October,21,Thursday,295,D11,Other,High Park North
52,GO-2004696852,2004.10.27,2004,October,27,Wednesday,301,D53,Other,Mount Pleasant East
53,GO-2004697185,2004.11.12,2004,November,12,Friday,317,D13,Other,Corso Italia-Davenport
54,GO-2004734705,2004.12.01,2004,December,1,Wednesday,336,D14,Stabbing,Dovercourt Village
55,GO-2004734705,2004.12.01,2004,December,1,Wednesday,336,D14,Stabbing,Dovercourt Village
56,GO-2004735933,2004.12.02,2004,December,2,Thursday,337,D42,Other,Centennial Scarborough
57,GO-2004734029,2004.12.03,2004,December,3,Friday,338,D54,Stabbing,Old East York
58,GO-2004735980,2004.12.11,2004,December,11,Saturday,346,D33,Stabbing,St.Andrew-Windfields
59,GO-2004730198,2004.12.11,2004,December,11,Saturday,346,D14,Stabbing,University
60,GO-2004775505,2004.12.12,2004,December,12,Sunday,347,D54,Stabbing,O'Connor-Parkview
61,GO-2004736004,2004.12.19,2004,December,19,Sunday,354,D51,Shooting,Downtown Yonge East
62,GO-2004811677,2004.12.19,2004,December,19,Sunday,354,D41,Shooting,Kennedy Park
63,GO-2004730003,2004.12.20,2004,December,20,Monday,355,D54,Shooting,Flemingdon Park
64,GO-2004860547,2004.12.31,2004,December,31,Friday,366,D42,Stabbing,Cliffcrest
65,GO-2005879569,2005.01.14,2005,January,14,Friday,14,D42,Stabbing,Milliken
66,GO-2005910043,2005.01.18,2005,January,18,Tuesday,18,D14,Stabbing,Dovercourt Village
67,GO-2005920738,2005.01.21,2005,January,21,Friday,21,D14,Shooting,West Queen West
68,GO-2005920738,2005.01.21,2005,January,21,Friday,21,D14,Shooting,West Queen West
69,GO-20051003568,2005.01.24,2005,January,24,Monday,24,D42,Other,Steeles
70,GO-2005812174,2005.01.26,2005,January,26,Wednesday,26,D31,Other,Black Creek
71,GO-2005733656,2005.02.11,2005,February,11,Friday,42,D12,Other,Weston-Pelham Park
72,GO-2005951634,2005.02.11,2005,February,11,Friday,42,D33,Shooting,Dorset Park
73,GO-2005736672,2005.02.12,2005,February,12,Saturday,43,D23,Shooting,Mount Olive-Silverstone-Jamestown
74,GO-2005768554,2005.02.15,2005,February,15,Tuesday,46,D41,Shooting,Dorset Park
75,GO-2005918414,2005.02.15,2005,February,15,Tuesday,46,D51,Shooting,North St.James Town
76,GO-2005929672,2005.02.18,2005,February,18,Friday,49,D22,Other,Mimico-Queensway
77,GO-2005969241,2005.02.28,2005,February,28,Monday,59,D32,Shooting,Newtonbrook West
78,GO-2005953786,2005.03.05,2005,March,5,Saturday,64,D33,Shooting,Banbury-Don Mills
79,GO-2005745939,2005.03.11,2005,March,11,Friday,70,D22,Stabbing,Stonegate-Queensway
80,GO-2005758352,2005.03.25,2005,March,25,Friday,84,D51,Shooting,Church-Wellesley
81,GO-2005884190,2005.04.13,2005,April,13,Wednesday,103,D41,Shooting,Birchcliffe-Cliffside
82,GO-20051052948,2005.04.18,2005,April,18,Monday,108,D11,Shooting,South Parkdale
83,GO-20051006774,2005.04.19,2005,April,19,Tuesday,109,D52,Other,Harbourfront-CityPlace
84,GO-2005739652,2005.04.24,2005,April,24,Sunday,114,D31,Shooting,Humber Summit
85,GO-2005736140,2005.05.04,2005,May,4,Wednesday,124,D42,Stabbing,Agincourt North
86,GO-2005739574,2005.05.05,2005,May,5,Thursday,125,D14,Shooting,Junction-Wallace Emerson
87,GO-2005737037,2005.05.05,2005,May,5,Thursday,125,D31,Stabbing,Glenfield-Jane Heights
88,GO-2005756176,2005.05.08,2005,May,8,Sunday,128,D54,Shooting,Danforth
89,GO-20051001532,2005.05.14,2005,May,14,Saturday,134,D51,Shooting,Church-Wellesley
90,GO-2005863844,2005.05.15,2005,May,15,Sunday,135,D41,Shooting,Agincourt South-Malvern West
91,GO-2005988453,2005.05.18,2005,May,18,Wednesday,138,D42,Shooting,West Hill
92,GO-2005781084,2005.05.27,2005,May,27,Friday,147,D31,Stabbing,Glenfield-Jane Heights
93,GO-2005760646,2005.06.12,2005,June,12,Sunday,163,D55,Shooting,East End-Danforth
94,GO-20051000509,2005.06.24,2005,June,24,Friday,175,D31,Shooting,Black Creek
95,GO-2005834756,2005.06.25,2005,June,25,Saturday,176,D32,Stabbing,Englemount-Lawrence
96,GO-20051086009,2005.06.29,2005,June,29,Wednesday,180,D14,Shooting,Dovercourt Village
97,GO-2005884293,2005.07.06,2005,July,6,Wednesday,187,D23,Shooting,Humbermede
98,GO-20051150352,2005.07.15,2005,July,15,Friday,196,D42,Other,West Hill
99,GO-2005863854,2005.07.17,2005,July,17,Sunday,198,D41,Other,Oakridge
100,GO-20051059962,2005.07.19,2005,July,19,Tuesday,200,D12,Shooting,Rockcliffe-Smythe
101,GO-20051070618,2005.07.20,2005,July,20,Wednesday,201,D33,Other,Parkwoods-O'Connor Hills
102,GO-20051135001,2005.07.30,2005,July,30,Saturday,211,D31,Shooting,Englemount-Lawrence
103,GO-20051033503,2005.07.30,2005,July,30,Saturday,211,D42,Shooting,East L'Amoreaux
104,GO-20051148137,2005.07.31,2005,July,31,Sunday,212,D52,Shooting,Downtown Yonge East
105,GO-20051041793,2005.08.03,2005,August,3,Wednesday,215,D23,Shooting,Mount Olive-Silverstone-Jamestown
106,GO-20051102449,2005.08.05,2005,August,5,Friday,217,D42,Shooting,L'Amoreaux West
107,GO-20051068304,2005.08.07,2005,August,7,Sunday,219,D51,Shooting,Cabbagetown-South St.James Town
108,GO-20051068304,2005.08.07,2005,August,7,Sunday,219,D51,Shooting,Cabbagetown-South St.James Town
109,GO-2005985817,2005.08.13,2005,August,13,Saturday,225,D23,Shooting,Humber Heights-Westmount
110,GO-20051156816,2005.08.15,2005,August,15,Monday,227,D51,Shooting,Cabbagetown-South St.James Town
111,GO-20051072514,2005.08.16,2005,August,16,Tuesday,228,D54,Shooting,Flemingdon Park
112,GO-2005117846,2005.08.18,2005,August,18,Thursday,230,D41,Other,Bendale-Glen Andrew
113,GO-20051183577,2005.08.20,2005,August,20,Saturday,232,D22,Other,New Toronto
114,GO-20051189864,2005.08.25,2005,August,25,Thursday,237,D42,Shooting,Scarborough Village
115,GO-2005761120,2005.08.30,2005,August,30,Tuesday,242,D31,Shooting,Glenfield-Jane Heights
116,GO-20051178414,2005.08.31,2005,August,31,Wednesday,243,D51,Other,Moss Park
117,GO-20051389771,2005.09.06,2005,September,6,Tuesday,249,D33,Stabbing,Banbury-Don Mills
118,GO-20051101797,2005.09.08,2005,September,8,Thursday,251,D31,Shooting,Rustic
119,GO-2005739598,2005.09.09,2005,September,9,Friday,252,D14,Shooting,Fort York-Liberty Village
120,GO-20051096519,2005.09.10,2005,September,10,Saturday,253,D31,Shooting,Black Creek
121,GO-20051203047,2005.09.13,2005,September,13,Tuesday,256,D31,Shooting,Glenfield-Jane Heights
122,GO-20051139553,2005.09.16,2005,September,16,Friday,259,D14,Shooting,South Parkdale
123,GO-20051156513,2005.09.16,2005,September,16,Friday,259,D23,Shooting,Elms-Old Rexdale
124,GO-20051156513,2005.09.16,2005,September,16,Friday,259,D23,Shooting,Elms-Old Rexdale
125,GO-20051156513,2005.09.16,2005,September,16,Friday,259,D23,Shooting,Elms-Old Rexdale
126,GO-20051158528,2005.09.19,2005,September,19,Monday,262,D32,Stabbing,Clanton Park
127,GO-20051228892,2005.09.22,2005,September,22,Thursday,265,D54,Other,Old East York
128,GO-20051141576,2005.10.01,2005,October,1,Saturday,274,D42,Stabbing,West Hill
129,GO-20051325246,2005.10.22,2005,October,22,Saturday,295,D23,Shooting,Mount Olive-Silverstone-Jamestown
130,GO-20051265274,2005.10.23,2005,October,23,Sunday,296,D23,Shooting,Mount Olive-Silverstone-Jamestown
131,GO-20051265274,2005.10.23,2005,October,23,Sunday,296,D23,Shooting,Mount Olive-Silverstone-Jamestown
132,GO-20051317338,2005.11.01,2005,November,1,Tuesday,305,D42,Shooting,L'Amoreaux West
133,GO-20051293148,2005.11.02,2005,November,2,Wednesday,306,D54,Other,O'Connor-Parkview
134,GO-20051283750,2005.11.05,2005,November,5,Saturday,309,D14,Other,South Parkdale
135,GO-20051345445,2005.11.09,2005,November,9,Wednesday,313,D13,Shooting,Briar Hill-Belgravia
136,GO-20051356083,2005.11.12,2005,November,12,Saturday,316,D32,Stabbing,Avondale
137,GO-20051322417,2005.11.14,2005,November,14,Monday,318,D12,Shooting,Weston-Pelham Park
138,GO-20051258191,2005.11.18,2005,November,18,Friday,322,D23,Shooting,Mount Olive-Silverstone-Jamestown
139,GO-20051337264,2005.11.26,2005,November,26,Saturday,330,D41,Stabbing,Dorset Park
140,GO-20051428567,2005.11.29,2005,November,29,Tuesday,333,D11,Shooting,Junction-Wallace Emerson
141,GO-20051440086,2005.12.01,2005,December,1,Thursday,335,D31,Shooting,NSA
142,GO-20051439907,2005.12.16,2005,December,16,Friday,350,D53,Other,Forest Hill North
143,GO-20051443414,2005.12.23,2005,December,23,Friday,357,D31,Shooting,Glenfield-Jane Heights
144,GO-20051229258,2005.12.26,2005,December,26,Monday,360,D52,Shooting,Woodbine Corridor
145,GO-20061426456,2006.01.01,2006,January,1,Sunday,1,D13,Shooting,Briar Hill-Belgravia
146,GO-20061557753,2006.01.26,2006,January,26,Thursday,26,D32,Other,Bedford Park-Nortown
147,GO-20061361475,2006.02.06,2006,February,6,Monday,37,D31,Shooting,Glenfield-Jane Heights
148,GO-20061511490,2006.02.08,2006,February,8,Wednesday,39,D54,Stabbing,Flemingdon Park
149,GO-20061624304,2006.02.09,2006,February,9,Thursday,40,D42,Stabbing,L'Amoreaux West
150,GO-20061624304,2006.02.09,2006,February,9,Thursday,40,D42,Stabbing,L'Amoreaux West
151,GO-20061624304,2006.02.09,2006,February,9,Thursday,40,D42,Stabbing,L'Amoreaux West
152,GO-20061559867,2006.03.02,2006,March,2,Thursday,61,D54,Other,Taylor-Massey
153,GO-20061597252,2006.03.04,2006,March,4,Saturday,63,D43,Other,Highland Creek
154,GO-20061640987,2006.03.12,2006,March,12,Sunday,71,D31,Shooting,Humbermede
155,GO-20061591256,2006.03.14,2006,March,14,Tuesday,73,D43,Shooting,Scarborough Village
156,GO-20061479234,2006.03.20,2006,March,20,Monday,79,D51,Shooting,North St.James Town
157,GO-20061570672,2006.03.27,2006,March,27,Monday,86,D12,Shooting,Mount Dennis
158,GO-20061671071,2006.03.27,2006,March,27,Monday,86,D31,Shooting,Glenfield-Jane Heights
159,GO-20061578377,2006.04.07,2006,April,7,Friday,97,D31,Other,Humber Summit
160,GO-20061673447,2006.04.20,2006,April,20,Thursday,110,D31,Stabbing,Downsview
161,GO-20061636602,2006.04.26,2006,April,26,Wednesday,116,D33,Stabbing,Don Valley Village
162,GO-20061473434,2006.04.29,2006,April,29,Saturday,119,D54,Shooting,Flemingdon Park
163,GO-20061686110,2006.04.29,2006,April,29,Saturday,119,D22,Stabbing,New Toronto
164,GO-20061439616,2006.05.02,2006,May,2,Tuesday,122,D54,Stabbing,Danforth
165,GO-20061506152,2006.05.15,2006,May,15,Monday,135,D52,Stabbing,Kensington-Chinatown
166,GO-20061714664,2006.05.17,2006,May,17,Wednesday,137,D54,Other,Taylor-Massey
167,GO-20061465047,2006.05.26,2006,May,26,Friday,146,D13,Other,Humewood-Cedarvale
168,GO-20061630473,2006.05.28,2006,May,28,Sunday,148,D43,Shooting,Golfdale-Cedarbrae-Woburn
169,GO-20061558823,2006.06.02,2006,June,2,Friday,153,D54,Other,Danforth
170,GO-20061677509,2006.06.03,2006,June,3,Saturday,154,D31,Stabbing,Downsview
171,GO-20061441432,2006.06.03,2006,June,3,Saturday,154,D12,Shooting,Weston
172,GO-20061433643,2006.06.12,2006,June,12,Monday,163,D31,Shooting,Rustic
173,GO-20061269372,2006.06.13,2006,June,13,Tuesday,164,D12,Stabbing,Mount Dennis
174,GO-20061556233,2006.06.22,2006,June,22,Thursday,173,D31,Stabbing,Oakdale-Beverley Heights
175,GO-20061523520,2006.06.23,2006,June,23,Friday,174,D42,Shooting,Malvern West
176,GO-20061712933,2006.06.23,2006,June,23,Friday,174,D51,Other,Church-Wellesley
177,GO-20061614702,2006.06.26,2006,June,26,Monday,177,D51,Shooting,St Lawrence-East Bayfront-The Islands
178,GO-20061463143,2006.07.02,2006,July,2,Sunday,183,D12,Shooting,Junction Area
179,GO-20061436777,2006.07.05,2006,July,5,Wednesday,186,D22,Shooting,Alderwood
180,GO-20061680741,2006.07.11,2006,July,11,Tuesday,192,D51,Shooting,Downtown Yonge East
181,GO-20061789165,2006.07.12,2006,July,12,Wednesday,193,D42,Shooting,Morningside Heights
182,GO-20061482034,2006.07.12,2006,July,12,Wednesday,193,D12,Shooting,Mount Dennis
183,GO-20061786165,2006.07.12,2006,July,12,Wednesday,193,D42,Shooting,Morningside Heights
184,GO-20061720929,2006.07.14,2006,July,14,Friday,195,D23,Stabbing,West Humber-Clairville
185,GO-20061753633,2006.07.15,2006,July,15,Saturday,196,D54,Stabbing,O'Connor-Parkview
186,GO-20061436568,2006.07.17,2006,July,17,Monday,198,D52,Shooting,O'Connor-Parkview
187,GO-20061436461,2006.07.27,2006,July,27,Thursday,208,D42,Other,Malvern East
188,GO-20061684861,2006.08.05,2006,August,5,Saturday,217,D11,Other,South Parkdale
189,GO-20061467979,2006.09.11,2006,September,11,Monday,254,D52,Stabbing,Yonge-Bay Corridor
190,GO-20061467979,2006.09.11,2006,September,11,Monday,254,D52,Stabbing,Yonge-Bay Corridor
191,GO-20061442534,2006.09.14,2006,September,14,Thursday,257,D42,Shooting,East L'Amoreaux
192,GO-20061825448,2006.09.17,2006,September,17,Sunday,260,D43,Other,Woburn North
193,GO-20061873074,2006.09.17,2006,September,17,Sunday,260,D14,Shooting,South Parkdale
194,GO-20061859866,2006.09.17,2006,September,17,Sunday,260,D42,Stabbing,Steeles
195,GO-20061696275,2006.09.21,2006,September,21,Thursday,264,D41,Other,Birchcliffe-Cliffside
196,GO-20061448580,2006.09.22,2006,September,22,Friday,265,D51,Other,Church-Wellesley
197,GO-20061710058,2006.09.25,2006,September,25,Monday,268,D31,Shooting,Humber Summit
198,GO-20061904938,2006.10.06,2006,October,6,Friday,279,D22,Other,Islington
199,GO-20061905589,2006.10.09,2006,October,9,Monday,282,D54,Shooting,Victoria Village
200,GO-20061855834,2006.10.11,2006,October,11,Wednesday,284,D51,Stabbing,Cabbagetown-South St.James Town
201,GO-20061696286,2006.10.17,2006,October,17,Tuesday,290,D41,Other,Wexford/Maryvale
202,GO-20061603174,2006.10.21,2006,October,21,Saturday,294,D43,Stabbing,Highland Creek
203,GO-20061877732,2006.10.27,2006,October,27,Friday,300,D22,Other,Stonegate-Queensway
204,GO-20061787320,2006.10.27,2006,October,27,Friday,300,D52,Shooting,Wellington Place
205,GO-20061470621,2006.11.05,2006,November,5,Sunday,309,D54,Stabbing,Victoria Village
206,GO-20061470621,2006.11.05,2006,November,5,Sunday,309,D54,Stabbing,Victoria Village
207,GO-20061448992,2006.11.14,2006,November,14,Tuesday,318,D42,Shooting,Malvern West
208,GO-20061945800,2006.11.25,2006,November,25,Saturday,329,D11,Other,High Park-Swansea
209,GO-20061796411,2006.12.03,2006,December,3,Sunday,337,D14,Shooting,Harbourfront-CityPlace
210,GO-20061462848,2006.12.03,2006,December,3,Sunday,337,D42,Other,Morningside Heights
211,GO-20061451923,2006.12.20,2006,December,20,Wednesday,354,D51,Other,Regent Park
212,GO-20061501929,2006.12.25,2006,December,25,Monday,359,D14,Shooting,South Parkdale
213,GO-20061490523,2006.12.26,2006,December,26,Tuesday,360,D23,Stabbing,Rexdale-Kipling
214,GO-20061932560,2006.12.27,2006,December,27,Wednesday,361,D31,Shooting,Black Creek
215,GO-20071875060,2007.01.01,2007,January,1,Monday,1,D42,Shooting,Malvern West
216,GO-20071763040,2007.01.11,2007,January,11,Thursday,11,D54,Shooting,Flemingdon Park
217,GO-20071441479,2007.01.11,2007,January,11,Thursday,11,D12,Other,Weston
218,GO-20071993783,2007.01.14,2007,January,14,Sunday,14,D42,Shooting,Agincourt South-Malvern West
219,GO-20071492036,2007.01.20,2007,January,20,Saturday,20,D12,Stabbing,Rockcliffe-Smythe
220,GO-20071925141,2007.02.04,2007,February,4,Sunday,35,D43,Shooting,Cliffcrest
221,GO-20073654724,2007.02.11,2007,February,11,Sunday,42,D51,Other,St Lawrence-East Bayfront-The Islands
222,GO-20071896894,2007.02.14,2007,February,14,Wednesday,45,D31,Stabbing,Oakdale-Beverley Heights
223,GO-20072425942,2007.02.22,2007,February,22,Thursday,53,D22,Stabbing,Islington
224,GO-20072061133,2007.03.09,2007,March,9,Friday,68,D41,Stabbing,Clairlea-Birchmount
225,GO-20072065992,2007.03.15,2007,March,15,Thursday,74,D31,Shooting,Humbermede
226,GO-20071564750,2007.03.17,2007,March,17,Saturday,76,D13,Shooting,Oakwood Village
227,GO-20071438873,2007.03.28,2007,March,28,Wednesday,87,D32,Other,Yonge-Doris
228,GO-20072090220,2007.04.02,2007,April,2,Monday,92,D31,Stabbing,Glenfield-Jane Heights
229,GO-20072072766,2007.04.04,2007,April,4,Wednesday,94,D51,Shooting,Cabbagetown-South St.James Town
230,GO-20071447527,2007.04.05,2007,April,5,Thursday,95,D22,Shooting,Mount Olive-Silverstone-Jamestown
231,GO-20071606685,2007.04.06,2007,April,6,Friday,96,D43,Other,Woburn North
232,GO-20072086798,2007.04.09,2007,April,9,Monday,99,D32,Stabbing,Bathurst Manor
233,GO-20071842715,2007.04.12,2007,April,12,Thursday,102,D43,Shooting,North Riverdale
234,GO-20072003231,2007.04.13,2007,April,13,Friday,103,D41,Stabbing,Kennedy Park
235,GO-20072178693,2007.04.21,2007,April,21,Saturday,111,D31,Shooting,Oakdale-Beverley Heights
236,GO-20072021610,2007.04.22,2007,April,22,Sunday,112,D54,Stabbing,Playter Estates-Danforth
237,GO-20071971014,2007.04.29,2007,April,29,Sunday,119,D51,Other,Church-Wellesley
238,GO-20072149719,2007.05.08,2007,May,8,Tuesday,128,D43,Other,Morningside
239,GO-20072198590,2007.05.09,2007,May,9,Wednesday,129,D42,Shooting,West Rouge
240,GO-20072226769,2007.05.14,2007,May,14,Monday,134,D23,Other,Elms-Old Rexdale
241,GO-20072163954,2007.05.18,2007,May,18,Friday,138,D53,Shooting,Mount Pleasant East
242,GO-20072151831,2007.05.20,2007,May,20,Sunday,140,D14,Shooting,Kensington-Chinatown
243,GO-20072044021,2007.05.21,2007,May,21,Monday,141,D31,Shooting,Humbermede
244,GO-20071902458,2007.05.23,2007,May,23,Wednesday,143,D31,Shooting,Banbury-Don Mills
245,GO-20072226684,2007.05.26,2007,May,26,Saturday,146,D55,Other,Moss Park
246,GO-20072055785,2007.05.30,2007,May,30,Wednesday,150,D14,Other,Kensington-Chinatown
247,GO-20072243955,2007.06.05,2007,June,5,Tuesday,156,D33,Stabbing,Fenside-Parkwoods
248,GO-20072066379,2007.06.09,2007,June,9,Saturday,160,D23,Shooting,Thistletown-Beaumond Heights
249,GO-20072127704,2007.06.17,2007,June,17,Sunday,168,D13,Other,Caledonia-Fairbank
250,GO-20072064605,2007.06.25,2007,June,25,Monday,176,D42,Stabbing,Morningside Heights
251,GO-20072064605,2007.06.25,2007,June,25,Monday,176,D42,Stabbing,Morningside Heights
252,GO-20072315548,2007.06.29,2007,June,29,Friday,180,D51,Stabbing,Regent Park
253,GO-20072304950,2007.07.03,2007,July,3,Tuesday,184,D32,Shooting,Yorkdale-Glen Park
254,GO-20072122523,2007.07.04,2007,July,4,Wednesday,185,D42,Shooting,West Rouge
255,GO-20072122523,2007.07.04,2007,July,4,Wednesday,185,D42,Shooting,West Rouge
256,GO-20072126683,2007.07.07,2007,July,7,Saturday,188,D43,Stabbing,West Hill
257,GO-20072043425,2007.07.17,2007,July,17,Tuesday,198,D43,Stabbing,Woburn North
258,GO-20072226971,2007.07.21,2007,July,21,Saturday,202,D13,Shooting,Oakwood Village
259,GO-20072162156,2007.07.22,2007,July,22,Sunday,203,D31,Shooting,Glenfield-Jane Heights
260,GO-20072096282,2007.07.22,2007,July,22,Sunday,203,D51,Shooting,North St.James Town
261,GO-20072253925,2007.07.22,2007,July,22,Sunday,203,D52,Shooting,Wellington Place
262,GO-20072314144,2007.07.28,2007,July,28,Saturday,209,D42,Shooting,Morningside Heights
263,GO-20072133216,2007.07.28,2007,July,28,Saturday,209,D11,Other,Junction Area
264,GO-20072344083,2007.07.29,2007,July,29,Sunday,210,D43,Stabbing,Eglinton East
265,GO-20072177286,2007.07.30,2007,July,30,Monday,211,D23,Shooting,West Humber-Clairville
266,GO-20072082431,2007.08.04,2007,August,4,Saturday,216,D51,Shooting,Regent Park
267,GO-20072187991,2007.08.09,2007,August,9,Thursday,221,D14,Stabbing,West Queen West
268,GO-20072426042,2007.08.16,2007,August,16,Thursday,228,D31,Shooting,Black Creek
269,GO-20072421599,2007.08.22,2007,August,22,Wednesday,234,D41,Other,Cliffcrest
270,GO-20072383826,2007.08.22,2007,August,22,Wednesday,234,D53,Stabbing,Thorncliffe Park
271,GO-20072077377,2007.08.26,2007,August,26,Sunday,238,D11,Shooting,Oakridge
272,GO-20072442324,2007.08.31,2007,August,31,Friday,243,D42,Other,Agincourt North
273,GO-20072357094,2007.09.01,2007,September,1,Saturday,244,D41,Other,Clairlea-Birchmount
274,GO-20072479780,2007.09.07,2007,September,7,Friday,250,D13,Other,Oakwood Village
275,GO-20072265196,2007.09.11,2007,September,11,Tuesday,254,D41,Stabbing,Dorset Park
276,GO-20072373579,2007.09.11,2007,September,11,Tuesday,254,D31,Other,Rustic
277,GO-20072304687,2007.09.19,2007,September,19,Wednesday,262,D52,Shooting,Downtown Yonge East
278,GO-20072430194,2007.09.25,2007,September,25,Tuesday,268,D33,Other,Fenside-Parkwoods
279,GO-20072373602,2007.09.28,2007,September,28,Friday,271,D31,Shooting,Glenfield-Jane Heights
280,GO-20072539175,2007.10.02,2007,October,2,Tuesday,275,D31,Stabbing,Downsview
281,GO-20072432106,2007.10.06,2007,October,6,Saturday,279,D12,Shooting,Rockcliffe-Smythe
282,GO-20072424127,2007.10.08,2007,October,8,Monday,281,D13,Shooting,Wychwood
283,GO-20071902459,2007.10.09,2007,October,9,Tuesday,282,D31,Shooting,Glenfield-Jane Heights
284,GO-20072421605,2007.10.14,2007,October,14,Sunday,287,D41,Shooting,Wexford/Maryvale
285,GO-20072538165,2007.10.18,2007,October,18,Thursday,291,D33,Other,Hillcrest Village
286,GO-20072371208,2007.10.21,2007,October,21,Sunday,294,D55,Shooting,North Riverdale
287,GO-20072404032,2007.10.27,2007,October,27,Saturday,300,D22,Shooting,Etobicoke City Centre
288,GO-20072345705,2007.11.03,2007,November,3,Saturday,307,D31,Stabbing,Glenfield-Jane Heights
289,GO-20072403226,2007.11.06,2007,November,6,Tuesday,310,D51,Shooting,Moss Park
