OBJECTID,EVENT_UNIQUE_ID,OCC_DATE,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOW,OCC_DOY,DIVISION,HOMICIDE_TYPE,NEIGHBOURHOOD_158
969,GO-20181152121,2018.06.25,2018,June,25,Monday,176,D51,Shooting,Moss Park
970,GO-20181191880,2018.06.30,2018,June,30,Saturday,181,D52,Shooting,Kensington-Chinatown
971,GO-20181191880,2018.06.30,2018,June,30,Saturday,181,D52,Shooting,Kensington-Chinatown
972,GO-20181198918,2018.07.01,2018,July,1,Sunday,182,D14,Shooting,Kensington-Chinatown
973,GO-20181194072,2018.07.01,2018,July,1,Sunday,182,D54,Stabbing,Greenwood-Coxwell
974,GO-20181221507,2018.07.05,2018,July,5,Thursday,186,D41,Other,Clairlea-Birchmount
975,GO-20181240749,2018.07.08,2018,July,8,Sunday,189,D31,Shooting,Black Creek
976,GO-20181245963,2018.07.09,2018,July,9,Monday,190,D31,Shooting,Black Creek
977,GO-20181329654,2018.07.21,2018,July,21,Saturday,202,D55,Stabbing,South Riverdale
978,GO-20181341286,2018.07.23,2018,July,23,Monday,204,D54,Shooting,Playter Estates-Danforth
979,GO-20181341286,2018.07.23,2018,July,23,Monday,204,D54,Shooting,Playter Estates-Danforth
980,GO-20181358001,2018.07.25,2018,July,25,Wednesday,206,D31,Shooting,Humber Summit
981,GO-20181494077,2018.08.13,2018,August,13,Monday,225,D22,Other,New Toronto
982,GO-20181508181,2018.08.15,2018,August,15,Wednesday,227,D23,Shooting,Mount Olive-Silverstone-Jamestown
983,GO-20181526723,2018.08.18,2018,August,18,Saturday,230,D23,Stabbing,Kingsview Village-The Westway
984,GO-20181527703,2018.08.18,2018,August,18,Saturday,230,D22,Stabbing,Etobicoke City Centre
985,GO-20181527703,2018.08.18,2018,August,18,Saturday,230,D22,Stabbing,Etobicoke City Centre
986,GO-20181528994,2018.08.19,2018,August,19,Sunday,231,D51,Shooting,Moss Park
987,GO-20181548479,2018.08.22,2018,August,22,Wednesday,234,D54,Shooting,Danforth
988,GO-20181549969,2018.08.22,2018,August,22,Wednesday,234,D12,Shooting,Mount Dennis
989,GO-20181562384,2018.08.24,2018,August,24,Friday,236,D12,Stabbing,Weston
990,GO-20181564549,2018.08.24,2018,August,24,Friday,236,D42,Other,Malvern West
991,GO-20181599566,2018.08.29,2018,August,29,Wednesday,241,D51,Other,Regent Park
992,GO-20181609974,2018.08.31,2018,August,31,Friday,243,D41,Shooting,Clairlea-Birchmount
993,GO-20181622696,2018.09.02,2018,September,2,Sunday,245,D42,Shooting,Malvern East
994,GO-20181626502,2018.09.02,2018,September,2,Sunday,245,D14,Shooting,Fort York-Liberty Village
995,GO-20181665625,2018.09.08,2018,September,8,Saturday,251,D12,Shooting,Weston-Pelham Park
996,GO-20181668023,2018.09.08,2018,September,8,Saturday,251,D11,Other,Roncesvalles
997,GO-20181684842,2018.09.11,2018,September,11,Tuesday,254,D23,Stabbing,Willowridge-Martingrove-Richview
998,GO-20181706301,2018.09.14,2018,September,14,Friday,257,D43,Shooting,Eglinton East
999,GO-20181733104,2018.09.18,2018,September,18,Tuesday,261,D42,Shooting,Agincourt South-Malvern West
1000,GO-20181739446,2018.09.19,2018,September,19,Wednesday,262,D32,Stabbing,Newtonbrook East
1001,GO-20181772173,2018.09.24,2018,September,24,Monday,267,D33,Shooting,Henry Farm
1002,GO-20181777456,2018.09.25,2018,September,25,Tuesday,268,D51,Shooting,Regent Park
1003,GO-20181823974,2018.10.02,2018,October,2,Tuesday,275,D31,Shooting,York University Heights
1004,GO-20181827810,2018.10.03,2018,October,3,Wednesday,276,D42,Shooting,Tam O'Shanter-Sullivan
1005,GO-20181839683,2018.10.04,2018,October,4,Thursday,277,D55,Other,South Riverdale
1006,GO-20181879521,2018.10.11,2018,October,11,Thursday,284,D31,Shooting,Downsview
1007,GO-20181887731,2018.10.12,2018,October,12,Friday,285,D51,Other,Downtown Yonge East
1008,GO-20181923388,2018.10.18,2018,October,18,Thursday,291,D41,Other,Clairlea-Birchmount
1009,GO-20181939006,2018.10.20,2018,October,20,Saturday,293,D41,Stabbing,Kennedy Park
1010,GO-20182096419,2018.11.14,2018,November,14,Wednesday,318,D31,Shooting,Pelmo Park-Humberlea
1011,GO-20182113063,2018.11.16,2018,November,16,Friday,320,D51,Other,Moss Park
1012,GO-20182124586,2018.11.18,2018,November,18,Sunday,322,D43,Shooting,West Hill
1013,GO-20182242344,2018.12.06,2018,December,6,Thursday,340,D51,Stabbing,Moss Park
1014,GO-20182280579,2018.12.12,2018,December,12,Wednesday,346,D23,Shooting,Kingsview Village-The Westway
1015,GO-20182315055,2018.12.18,2018,December,18,Tuesday,352,D31,Shooting,Black Creek
1016,GO-20182320758,2018.12.19,2018,December,19,Wednesday,353,D14,Shooting,Wellington Place
1017,GO-20182339244,2018.12.21,2018,December,21,Friday,355,D23,Shooting,Mount Olive-Silverstone-Jamestown
1018,GO-201930365,2019.01.06,2019,January,6,Sunday,6,D41,Stabbing,Kennedy Park
1019,GO-201945560,2019.01.08,2019,January,8,Tuesday,8,D41,Stabbing,Clairlea-Birchmount
1020,GO-201954928,2019.01.09,2019,January,9,Wednesday,9,D23,Shooting,Rexdale-Kipling
1021,GO-201969065,2019.01.12,2019,January,12,Saturday,12,D41,Shooting,Dorset Park
1022,GO-2019146683,2019.01.24,2019,January,24,Thursday,24,D12,Stabbing,Rockcliffe-Smythe
1023,GO-2019244561,2019.02.08,2019,February,8,Friday,39,D51,Shooting,Regent Park
1024,GO-2019258675,2019.02.10,2019,February,10,Sunday,41,D22,Shooting,Humber Bay Shores
1025,GO-2019272774,2019.02.12,2019,February,12,Tuesday,43,D43,Shooting,West Hill
1026,GO-2019281405,2019.02.13,2019,February,13,Wednesday,44,D23,Shooting,Rexdale-Kipling
1027,GO-2019349242,2019.02.24,2019,February,24,Sunday,55,D23,Shooting,Mount Olive-Silverstone-Jamestown
1028,GO-2019400418,2019.03.04,2019,March,4,Monday,63,D53,Other,North Toronto
1029,GO-2019424256,2019.03.08,2019,March,8,Friday,67,D53,Shooting,Yonge-Eglinton
1030,GO-2019449448,2019.03.11,2019,March,11,Monday,70,D31,Shooting,Downsview
1031,GO-2019456465,2019.03.13,2019,March,13,Wednesday,72,D11,Other,Weston-Pelham Park
1032,GO-2019494501,2019.03.18,2019,March,18,Monday,77,D23,Other,Willowridge-Martingrove-Richview
1033,GO-2019499554,2019.03.19,2019,March,19,Tuesday,78,D11,Shooting,Junction-Wallace Emerson
1034,GO-2019598298,2019.04.03,2019,April,3,Wednesday,93,D42,Other,Tam O'Shanter-Sullivan
1035,GO-2019649220,2019.04.10,2019,April,10,Wednesday,100,D52,Stabbing,Yonge-Bay Corridor
1036,GO-2019677551,2019.04.15,2019,April,15,Monday,105,D12,Stabbing,Keelesdale-Eglinton West
1037,GO-2019716384,2019.04.21,2019,April,21,Sunday,111,D13,Shooting,Oakwood Village
1038,GO-2019766762,2019.04.28,2019,April,28,Sunday,118,D22,Other,Eringate-Centennial-West Deane
1039,GO-2019767371,2019.04.28,2019,April,28,Sunday,118,D43,Shooting,Morningside
1040,GO-2019785029,2019.05.01,2019,May,1,Wednesday,121,D23,Shooting,West Humber-Clairville
1041,GO-2019798063,2019.05.03,2019,May,3,Friday,123,D31,Shooting,Humber Summit
1042,GO-2019819986,2019.05.05,2019,May,5,Sunday,125,D43,Stabbing,Guildwood
1043,GO-2019928762,2019.05.21,2019,May,21,Tuesday,141,D14,Other,Dovercourt Village
1044,GO-20191039892,2019.06.06,2019,June,6,Thursday,157,D51,Other,Moss Park
1045,GO-20191052988,2019.06.08,2019,June,8,Saturday,159,D52,Stabbing,Bay-Cloverhill
1046,GO-20191191914,2019.06.27,2019,June,27,Thursday,178,D33,Stabbing,Fenside-Parkwoods
1047,GO-20191198026,2019.06.27,2019,June,27,Thursday,178,D43,Shooting,West Hill
1048,GO-20191206091,2019.06.29,2019,June,29,Saturday,180,D12,Shooting,Mount Dennis
1049,GO-20191206091,2019.06.29,2019,June,29,Saturday,180,D12,Shooting,Mount Dennis
1050,GO-20191213308,2019.06.30,2019,June,30,Sunday,181,D52,Shooting,Wellington Place
1051,GO-20191226977,2019.07.01,2019,July,1,Monday,182,D51,Other,Moss Park
1052,GO-20191344279,2019.07.18,2019,July,18,Thursday,199,D14,Other,Dovercourt Village
1053,GO-20191445359,2019.08.02,2019,August,2,Friday,214,D12,Shooting,Rustic
1054,GO-20191492032,2019.08.07,2019,August,7,Wednesday,219,D13,Stabbing,Wychwood
1055,GO-20191506357,2019.08.09,2019,August,9,Friday,221,D54,Shooting,Victoria Village
1056,GO-20191558069,2019.08.16,2019,August,16,Friday,228,D11,Shooting,Roncesvalles
1057,GO-20191581564,2019.08.19,2019,August,19,Monday,231,D12,Shooting,Pelmo Park-Humberlea
1058,GO-20191595863,2019.08.21,2019,August,21,Wednesday,233,D12,Shooting,Mount Dennis
1059,GO-20191619393,2019.08.25,2019,August,25,Sunday,237,D31,Shooting,Humber Summit
1060,GO-20191683554,2019.09.03,2019,September,3,Tuesday,246,D43,Other,Bendale-Glen Andrew
1061,GO-20191695351,2019.09.04,2019,September,4,Wednesday,247,D31,Other,Oakdale-Beverley Heights
1062,GO-20191745744,2019.09.11,2019,September,11,Wednesday,254,D43,Stabbing,Highland Creek
1063,GO-20191782132,2019.09.16,2019,September,16,Monday,259,D13,Shooting,Yorkdale-Glen Park
1064,GO-20191806337,2019.09.19,2019,September,19,Thursday,262,D42,Shooting,Milliken
1065,GO-20191828916,2019.09.22,2019,September,22,Sunday,265,D41,Other,Dorset Park
1066,GO-20191840069,2019.09.24,2019,September,24,Tuesday,267,D22,Shooting,Etobicoke West Mall
1067,GO-20191843578,2019.09.24,2019,September,24,Tuesday,267,D51,Other,Church-Wellesley
1068,GO-20191878460,2019.09.29,2019,September,29,Sunday,272,D23,Shooting,Mount Olive-Silverstone-Jamestown
1069,GO-20191894014,2019.10.01,2019,October,1,Tuesday,274,D31,Shooting,Glenfield-Jane Heights
1070,GO-20191894014,2019.10.01,2019,October,1,Tuesday,274,D31,Shooting,Glenfield-Jane Heights
1071,GO-20191901852,2019.10.02,2019,October,2,Wednesday,275,D52,Stabbing,Yonge-Bay Corridor
1072,GO-20191930830,2019.10.07,2019,October,7,Monday,280,D54,Other,Woodbine-Lumsden
1073,GO-20191981086,2019.10.14,2019,October,14,Monday,287,D23,Shooting,Mount Olive-Silverstone-Jamestown
1074,GO-20192006688,2019.10.17,2019,October,17,Thursday,290,D33,Shooting,Hillcrest Village
1075,GO-20192021028,2019.10.19,2019,October,19,Saturday,292,D11,Shooting,High Park-Swansea
1076,GO-20192067798,2019.10.26,2019,October,26,Saturday,299,D53,Other,South Eglinton-Davisville
1077,GO-20192106976,2019.10.31,2019,October,31,Thursday,304,D53,Stabbing,Annex
1078,GO-20192131648,2019.11.04,2019,November,4,Monday,308,D22,Shooting,Etobicoke City Centre
1079,GO-20192136178,2019.11.05,2019,November,5,Tuesday,309,D54,Shooting,Taylor-Massey
1080,GO-20192150110,2019.11.07,2019,November,7,Thursday,311,D12,Shooting,Weston
1081,GO-20192212187,2019.11.16,2019,November,16,Saturday,320,D13,Shooting,Oakwood Village
1082,GO-20192263515,2019.11.23,2019,November,23,Saturday,327,D43,Shooting,Eglinton East
1083,GO-20192361770,2019.12.07,2019,December,7,Saturday,341,D31,Shooting,Humber Summit
1084,GO-20192378461,2019.12.10,2019,December,10,Tuesday,344,D41,Stabbing,Wexford/Maryvale
1085,GO-20192390677,2019.12.11,2019,December,11,Wednesday,345,D23,Other,West Humber-Clairville
1086,GO-20192385631,2019.12.11,2019,December,11,Wednesday,345,D43,Other,Cliffcrest
1087,GO-20192390277,2019.12.11,2019,December,11,Wednesday,345,D33,Shooting,Bayview Woods-Steeles
1088,GO-20192412908,2019.12.15,2019,December,15,Sunday,349,D31,Shooting,Downsview
1089,GO-20192445475,2019.12.19,2019,December,19,Thursday,353,D42,Stabbing,Tam O'Shanter-Sullivan
1090,GO-20192452711,2019.12.20,2019,December,20,Friday,354,D12,Other,Weston
1091,GO-20192464487,2019.12.22,2019,December,22,Sunday,356,D14,Other,University
1092,GO-20192465270,2019.12.22,2019,December,22,Sunday,356,D51,Stabbing,Moss Park
1093,GO-20192470898,2019.12.23,2019,December,23,Monday,357,D14,Stabbing,South Parkdale
1094,GO-20192490349,2019.12.27,2019,December,27,Friday,361,D22,Shooting,Etobicoke West Mall
1095,GO-20192503671,2019.12.29,2019,December,29,Sunday,363,D43,Shooting,Eglinton East
1096,GO-20192520736,2019.12.31,2019,December,31,Tuesday,365,D42,Shooting,Malvern West
1097,GO-20205967,2020.01.01,2020,January,1,Wednesday,1,D51,Shooting,Regent Park
1098,GO-202069552,2020.01.11,2020,January,11,Saturday,11,D43,Shooting,Morningside
1099,GO-202082425,2020.01.13,2020,January,13,Monday,13,D42,Stabbing,Tam O'Shanter-Sullivan
1100,GO-2020135493,2020.01.20,2020,January,20,Monday,20,D43,Shooting,Golfdale-Cedarbrae-Woburn
1101,GO-2020136609,2020.01.20,2020,January,20,Monday,20,D13,Other,Oakwood Village
1102,GO-2020174603,2020.01.25,2020,January,25,Saturday,25,D43,Shooting,Scarborough Village
1103,GO-2020219180,2020.01.31,2020,January,31,Friday,31,D14,Shooting,Harbourfront-CityPlace
1104,GO-2020219180,2020.01.31,2020,January,31,Friday,31,D14,Shooting,Harbourfront-CityPlace
1105,GO-2020249293,2020.02.05,2020,February,5,Wednesday,36,D54,Shooting,Danforth
1106,GO-2020271347,2020.02.07,2020,February,7,Friday,38,D22,Shooting,Etobicoke West Mall
1107,GO-2020372105,2020.02.21,2020,February,21,Friday,52,D42,Other,Agincourt South-Malvern West
1108,GO-2020390671,2020.02.24,2020,February,24,Monday,55,D32,Stabbing,Downsview
1109,GO-2020530236,2020.03.11,2020,March,11,Wednesday,71,D12,Other,Mount Dennis
1110,GO-2020524758,2020.03.13,2020,March,13,Friday,73,D42,Shooting,Agincourt South-Malvern West
1111,GO-2020538385,2020.03.15,2020,March,15,Sunday,75,D13,Stabbing,Oakwood Village
1112,GO-2020562795,2020.03.18,2020,March,18,Wednesday,78,D41,Shooting,Clairlea-Birchmount
1113,GO-2020580138,2020.03.21,2020,March,21,Saturday,81,D51,Shooting,Downtown Yonge East
1114,GO-2020648505,2020.04.05,2020,April,5,Sunday,96,D43,Other,Woburn North
1115,GO-2020665733,2020.04.05,2020,April,5,Sunday,96,D42,Other,L'Amoreaux West
1116,GO-2020668167,2020.04.05,2020,April,5,Sunday,96,D53,Shooting,Thorncliffe Park
1117,GO-2020686647,2020.04.08,2020,April,8,Wednesday,99,D13,Shooting,Wychwood
1118,GO-2020717283,2020.04.14,2020,April,14,Tuesday,105,D33,Other,Bayview Village
1119,GO-2020762187,2020.04.21,2020,April,21,Tuesday,112,D22,Other,Mimico-Queensway
1120,GO-2020790951,2020.04.26,2020,April,26,Sunday,117,D31,Shooting,Glenfield-Jane Heights
1121,GO-2020828038,2020.05.02,2020,May,2,Saturday,123,D41,Shooting,Wexford/Maryvale
1122,GO-2020893378,2020.05.14,2020,May,14,Thursday,135,D53,Other,South Eglinton-Davisville
1123,GO-2020898005,2020.05.14,2020,May,14,Thursday,135,D23,Shooting,Mount Olive-Silverstone-Jamestown
1124,GO-2020915335,2020.05.17,2020,May,17,Sunday,138,D42,Shooting,L'Amoreaux West
1125,GO-2020909524,2020.05.19,2020,May,19,Tuesday,140,D41,Other,Eglinton East
1126,GO-2020971451,2020.05.26,2020,May,26,Tuesday,147,D52,Shooting,Wellington Place
1127,GO-2020993900,2020.05.30,2020,May,30,Saturday,151,D23,Shooting,Mount Olive-Silverstone-Jamestown
1128,GO-20201063476,2020.06.09,2020,June,9,Tuesday,161,D53,Shooting,Thorncliffe Park
1129,GO-20201127664,2020.06.19,2020,June,19,Friday,171,D13,Shooting,Corso Italia-Davenport
1130,GO-20201173382,2020.06.25,2020,June,25,Thursday,177,D51,Stabbing,Cabbagetown-South St.James Town
1131,GO-20201233592,2020.07.04,2020,July,4,Saturday,186,D42,Shooting,L'Amoreaux West
1132,GO-20201267365,2020.07.09,2020,July,9,Thursday,191,D51,Other,Moss Park
1133,GO-20201278229,2020.07.10,2020,July,10,Friday,192,D43,Shooting,Bendale-Glen Andrew
1134,GO-20201281439,2020.07.10,2020,July,10,Friday,192,D12,Shooting,Rockcliffe-Smythe
1135,GO-20201466110,2020.08.03,2020,August,3,Monday,216,D54,Other,Danforth East York
1136,GO-20201486174,2020.08.09,2020,August,9,Sunday,222,D14,Stabbing,Trinity-Bellwoods
1137,GO-20201505493,2020.08.11,2020,August,11,Tuesday,224,D14,Stabbing,West Queen West
1138,GO-20201506702,2020.08.12,2020,August,12,Wednesday,225,D43,Shooting,Eglinton East
1139,GO-20201568363,2020.08.20,2020,August,20,Thursday,233,D32,Shooting,Avondale
1140,GO-20201583370,2020.08.22,2020,August,22,Saturday,235,D43,Stabbing,West Hill
1141,GO-20201583370,2020.08.22,2020,August,22,Saturday,235,D43,Stabbing,West Hill
1142,GO-20201607604,2020.08.26,2020,August,26,Wednesday,239,D51,Stabbing,Moss Park
1143,GO-20201655784,2020.09.02,2020,September,2,Wednesday,246,D31,Shooting,York University Heights
1144,GO-20201691332,2020.09.07,2020,September,7,Monday,251,D23,Stabbing,West Humber-Clairville
1145,GO-20201713867,2020.09.10,2020,September,10,Thursday,254,D11,Shooting,Rockcliffe-Smythe
1146,GO-20201730504,2020.09.12,2020,September,12,Saturday,256,D23,Stabbing,West Humber-Clairville
1147,GO-20201728164,2020.09.12,2020,September,12,Saturday,256,D12,Stabbing,Weston
1148,GO-20201728164,2020.09.12,2020,September,12,Saturday,256,D12,Stabbing,Weston
1149,GO-20201786596,2020.09.20,2020,September,20,Sunday,264,D42,Shooting,Malvern East
1150,GO-20201816857,2020.09.24,2020,September,24,Thursday,268,D31,Shooting,Black Creek
1151,GO-20201838773,2020.09.27,2020,September,27,Sunday,271,D31,Shooting,Black Creek
1152,GO-20201838399,2020.09.27,2020,September,27,Sunday,271,D23,Shooting,Mount Olive-Silverstone-Jamestown
1153,GO-20201989086,2020.09.28,2020,September,28,Monday,272,D33,Other,Don Valley Village
1154,GO-20201863629,2020.10.01,2020,October,1,Thursday,275,D12,Shooting,Weston
1155,GO-20201876749,2020.10.03,2020,October,3,Saturday,277,D31,Shooting,Downsview
1156,GO-20201908230,2020.10.07,2020,October,7,Wednesday,281,D32,Shooting,Englemount-Lawrence
1157,GO-20202026517,2020.10.25,2020,October,25,Sunday,299,D41,Shooting,Oakridge
1158,GO-20202114189,2020.11.07,2020,November,7,Saturday,312,D31,Shooting,Black Creek
1159,GO-20202177333,2020.11.16,2020,November,16,Monday,321,D43,Stabbing,West Rouge
1160,GO-20202188906,2020.11.18,2020,November,18,Wednesday,323,D14,Stabbing,Dovercourt Village
1161,GO-20202213650,2020.11.22,2020,November,22,Sunday,327,D33,Stabbing,Parkwoods-O'Connor Hills
1162,GO-20202271563,2020.12.02,2020,December,2,Wednesday,337,D13,Shooting,Yorkdale-Glen Park
1163,GO-20202295266,2020.12.06,2020,December,6,Sunday,341,D14,Other,Dufferin Grove
1164,GO-2020982844,2020.12.08,2020,December,8,Tuesday,343,D52,Other,Kensington-Chinatown
1165,GO-20202279344,2020.12.08,2020,December,8,Tuesday,343,D55,Stabbing,Woodbine Corridor
1166,GO-20202381546,2020.12.18,2020,December,18,Friday,353,D53,Other,North Toronto
1167,GO-20202400901,2020.12.21,2020,December,21,Monday,356,D33,Stabbing,Don Valley Village
1168,GO-202179788,2021.01.13,2021,January,13,Wednesday,13,D41,Stabbing,Kennedy Park
1169,GO-2021105728,2021.01.17,2021,January,17,Sunday,17,D31,Shooting,Humber Summit
1170,GO-2021133150,2021.01.21,2021,January,21,Thursday,21,D31,Shooting,York University Heights
1171,GO-2021204256,2021.01.21,2021,January,21,Thursday,21,D23,Other,Humber Heights-Westmount
1172,GO-2021185744,2021.01.29,2021,January,29,Friday,29,D53,Shooting,Rosedale-Moore Park
1173,GO-2021198314,2021.01.31,2021,January,31,Sunday,31,D12,Shooting,Rustic
1174,GO-2021238843,2021.02.06,2021,February,6,Saturday,37,D42,Shooting,Malvern West
1175,GO-2021250265,2021.02.08,2021,February,8,Monday,39,D41,Shooting,Wexford/Maryvale
1176,GO-2021251003,2021.02.08,2021,February,8,Monday,39,D32,Shooting,Yorkdale-Glen Park
1177,GO-2021257693,2021.02.09,2021,February,9,Tuesday,40,D55,Shooting,East End-Danforth
1178,GO-2021277195,2021.02.12,2021,February,12,Friday,43,D23,Shooting,Willowridge-Martingrove-Richview
1179,GO-2021334695,2021.02.19,2021,February,19,Friday,50,D51,Other,Cabbagetown-South St.James Town
1180,GO-2021363118,2021.02.26,2021,February,26,Friday,57,D22,Other,Stonegate-Queensway
1181,GO-2021368408,2021.02.27,2021,February,27,Saturday,58,D12,Stabbing,Keelesdale-Eglinton West
1182,GO-2021424868,2021.03.06,2021,March,6,Saturday,65,D41,Other,Clairlea-Birchmount
1183,GO-2021437169,2021.03.09,2021,March,9,Tuesday,68,D12,Stabbing,Brookhaven-Amesbury
1184,GO-2021511040,2021.03.19,2021,March,19,Friday,78,D31,Other,Glenfield-Jane Heights
1185,GO-2021611765,2021.04.03,2021,April,3,Saturday,93,D23,Shooting,Humber Heights-Westmount
1186,GO-2021614694,2021.04.04,2021,April,4,Sunday,94,D33,Stabbing,Hillcrest Village
1187,GO-2021618567,2021.04.04,2021,April,4,Sunday,94,D54,Stabbing,Broadview North
1188,GO-2021683552,2021.04.05,2021,April,5,Monday,95,D55,Stabbing,O'Connor-Parkview
1189,GO-2021646518,2021.04.08,2021,April,8,Thursday,98,D41,Stabbing,Dorset Park
1190,GO-2021700719,2021.04.16,2021,April,16,Friday,106,D12,Shooting,Rustic
1191,GO-2021904598,2021.05.16,2021,May,16,Sunday,136,D23,Shooting,Willowridge-Martingrove-Richview
1192,GO-2021951127,2021.05.22,2021,May,22,Saturday,142,D42,Other,Milliken
1193,GO-2021961854,2021.05.24,2021,May,24,Monday,144,D55,Other,South Riverdale
1194,GO-20211028789,2021.06.02,2021,June,2,Wednesday,153,D14,Other,Palmerston-Little Italy
1195,GO-20211087369,2021.06.11,2021,June,11,Friday,162,D43,Shooting,Golfdale-Cedarbrae-Woburn
1196,GO-20211107853,2021.06.13,2021,June,13,Sunday,164,D43,Shooting,Eglinton East
1197,GO-20211112628,2021.06.13,2021,June,13,Sunday,164,D43,Other,Eglinton East
1198,GO-20211107853,2021.06.13,2021,June,13,Sunday,164,D43,Shooting,Eglinton East
1199,GO-20211108068,2021.06.14,2021,June,14,Monday,165,D12,Shooting,Beechborough-Greenbrook
1200,GO-20211158175,2021.06.21,2021,June,21,Monday,172,D12,Shooting,Beechborough-Greenbrook
1201,GO-20211233778,2021.07.01,2021,July,1,Thursday,182,D32,Other,Clanton Park
1202,GO-20211236893,2021.07.02,2021,July,2,Friday,183,D54,Shooting,Flemingdon Park
1203,GO-20211236780,2021.07.02,2021,July,2,Friday,183,D52,Other,Yonge-Bay Corridor
1204,GO-20211248165,2021.07.03,2021,July,3,Saturday,184,D41,Shooting,Dorset Park
1205,GO-20211263005,2021.07.05,2021,July,5,Monday,186,D31,Shooting,York University Heights
1206,GO-20211292779,2021.07.10,2021,July,10,Saturday,191,D31,Other,York University Heights
1207,GO-20211319545,2021.07.14,2021,July,14,Wednesday,195,D31,Other,Pelmo Park-Humberlea
1208,GO-20211362894,2021.07.18,2021,July,18,Sunday,199,D41,Other,Cliffcrest
1209,GO-20211359540,2021.07.19,2021,July,19,Monday,200,D51,Other,South Riverdale
1210,GO-20211360309,2021.07.20,2021,July,20,Tuesday,201,D23,Shooting,Kingsview Village-The Westway
1211,GO-20211370623,2021.07.21,2021,July,21,Wednesday,202,D13,Stabbing,Briar Hill-Belgravia
1212,GO-20211382319,2021.07.23,2021,July,23,Friday,204,D12,Stabbing,Brookhaven-Amesbury
1213,GO-20211417029,2021.07.28,2021,July,28,Wednesday,209,D55,Stabbing,North Riverdale
1214,GO-20211484398,2021.08.06,2021,August,6,Friday,218,D55,Other,East End-Danforth
1215,GO-20211494943,2021.08.08,2021,August,8,Sunday,220,D14,Shooting,Kensington-Chinatown
1216,GO-20211494943,2021.08.08,2021,August,8,Sunday,220,D14,Shooting,Kensington-Chinatown
1217,GO-20211543961,2021.08.14,2021,August,14,Saturday,226,D12,Shooting,Brookhaven-Amesbury
1218,GO-20211538967,2021.08.14,2021,August,14,Saturday,226,D42,Other,Morningside Heights
1219,GO-20211617066,2021.08.25,2021,August,25,Wednesday,237,D12,Other,Keelesdale-Eglinton West
1220,GO-20211630428,2021.08.27,2021,August,27,Friday,239,D22,Shooting,Long Branch
1221,GO-20211638087,2021.08.28,2021,August,28,Saturday,240,D52,Shooting,Wellington Place
1222,GO-20211677261,2021.09.02,2021,September,2,Thursday,245,D51,Stabbing,Moss Park
1223,GO-20211684171,2021.09.03,2021,September,3,Friday,246,D32,Shooting,York University Heights
1224,GO-20211692780,2021.09.04,2021,September,4,Saturday,247,D22,Other,Etobicoke City Centre
1225,GO-20211699665,2021.09.05,2021,September,5,Sunday,248,D43,Other,Guildwood
1226,GO-20211699665,2021.09.05,2021,September,5,Sunday,248,D43,Other,Guildwood
1227,GO-20211713828,2021.09.07,2021,September,7,Tuesday,250,D31,Shooting,Glenfield-Jane Heights
1228,GO-20211788435,2021.09.17,2021,September,17,Friday,260,D41,Shooting,Kennedy Park
1229,GO-20211794405,2021.09.18,2021,September,18,Saturday,261,D51,Shooting,Regent Park
1230,GO-20211851845,2021.09.26,2021,September,26,Sunday,269,D42,Shooting,Morningside Heights
1231,GO-20211874352,2021.09.29,2021,September,29,Wednesday,272,D23,Stabbing,West Humber-Clairville
1232,GO-20211896862,2021.10.03,2021,October,3,Sunday,276,D55,Stabbing,Woodbine Corridor
1233,GO-20211971401,2021.10.13,2021,October,13,Wednesday,286,D42,Shooting,Malvern East
1234,GO-20211987049,2021.10.16,2021,October,16,Saturday,289,D31,Shooting,York University Heights
1235,GO-20212022276,2021.10.21,2021,October,21,Thursday,294,D31,Shooting,York University Heights
1236,GO-20212037136,2021.10.23,2021,October,23,Saturday,296,D12,Shooting,Keelesdale-Eglinton West
1237,GO-20212036766,2021.10.23,2021,October,23,Saturday,296,D31,Shooting,Glenfield-Jane Heights
1238,GO-20212040619,2021.10.23,2021,October,23,Saturday,296,D12,Shooting,Pelmo Park-Humberlea
1239,GO-20212048858,2021.10.24,2021,October,24,Sunday,297,D41,Shooting,Clairlea-Birchmount
1240,GO-20212071533,2021.10.28,2021,October,28,Thursday,301,D42,Shooting,Malvern West
1241,GO-20212079091,2021.10.29,2021,October,29,Friday,302,D41,Shooting,Dorset Park
1242,GO-20212091136,2021.10.30,2021,October,30,Saturday,303,D31,Other,Glenfield-Jane Heights
1243,GO-20212177949,2021.11.12,2021,November,12,Friday,316,D43,Other,Highland Creek
1244,GO-20212209204,2021.11.16,2021,November,16,Tuesday,320,D33,Stabbing,Fenside-Parkwoods
1245,GO-20212211875,2021.11.16,2021,November,16,Tuesday,320,D43,Shooting,Golfdale-Cedarbrae-Woburn
1246,GO-20212277790,2021.11.26,2021,November,26,Friday,330,D42,Shooting,West Rouge
1247,GO-20212373251,2021.12.09,2021,December,9,Thursday,343,D53,Stabbing,South Eglinton-Davisville
1248,GO-20212397941,2021.12.13,2021,December,13,Monday,347,D42,Shooting,Agincourt South-Malvern West
1249,GO-20212471927,2021.12.23,2021,December,23,Thursday,357,D31,Shooting,Glenfield-Jane Heights
1250,GO-20212477849,2021.12.24,2021,December,24,Friday,358,D32,Shooting,Englemount-Lawrence
